z1,z2,cluster_before,cluster_after
0.6380287408828735,-2.94549298286438,0,0
-1.326859474182129,-5.029995441436768,4,3
-2.7067196369171143,1.4916274547576904,7,3
-1.9050135612487793,-0.08875028789043427,7,7
0.9162536263465881,0.4507119953632355,2,2
2.0886430740356445,-0.3278164565563202,3,2
0.5922979712486267,0.838839590549469,0,6
1.1483352184295654,-2.4184682369232178,3,1
0.7725158929824829,-2.026146650314331,0,4
-2.8776450157165527,-5.972285747528076,0,0
1.993312120437622,-4.39351749420166,1,1
-3.746367931365967,-3.3861963748931885,3,0
-4.378934383392334,0.2694298326969147,2,1
-4.004552364349365,0.9664111733436584,5,5
-3.049752950668335,-1.2188090085983276,3,3
-2.590144157409668,-2.087996244430542,7,7
0.24806931614875793,-2.45913028717041,0,1
0.8799269795417786,1.0873162746429443,6,3
0.9401413202285767,-0.7738629579544067,6,3
-2.9654972553253174,5.0665602684021,5,5
-1.0586522817611694,1.026435136795044,4,6
-0.40016016364097595,-1.497314214706421,2,2
1.8962154388427734,-4.054746150970459,1,1
1.1023285388946533,-2.5971739292144775,7,3
1.8685972690582275,-3.0110695362091064,3,1
1.69379723072052,-1.2152464389801025,3,2
2.077561616897583,-2.788414478302002,1,0
1.9158785343170166,-3.538325071334839,3,1
-1.6792398691177368,-4.448541641235352,0,0
-0.9825303554534912,-1.3502888679504395,0,2
2.1861014366149902,-3.6509692668914795,7,1
2.549154281616211,-1.4815798997879028,1,2
0.38911181688308716,0.4148586690425873,3,6
-0.23971059918403625,-4.818130016326904,2,2
0.14707577228546143,-4.4858479499816895,0,1
0.47236669063568115,0.16402553021907806,0,0
0.1120031476020813,0.42890313267707825,4,6
-1.8669055700302124,2.4447176456451416,2,2
1.0544456243515015,0.49980050325393677,6,3
0.8295567631721497,-0.585963785648346,2,3
0.09143690764904022,-0.9552233219146729,4,6
0.596161425113678,-2.208098888397217,7,1
-1.7340130805969238,-2.6319525241851807,7,7
-1.9394664764404297,0.765597939491272,7,7
