n_poi,n_cat,entropy,dominance
27,7,1.8194391475270684,0.2962962962962963
46,5,1.2828038660439176,0.391304347826087
64,5,1.1857884526214901,0.515625
35,4,1.0294261663587387,0.4857142857142857
17,6,1.3945573191650282,0.5294117647058824
20,3,0.8451132568429528,0.55
10,5,1.4708084763221114,0.4
15,4,1.020036958401841,0.6
10,3,0.8979457248567797,0.6
13,6,1.626020692420754,0.38461538461538464
13,5,1.3038755293363848,0.5384615384615384
51,8,1.7134926052197503,0.3137254901960784
35,8,1.6106380546661443,0.4
22,5,1.253622376896737,0.5
20,7,1.2592004731479975,0.65
12,4,1.1988493129136213,0.5
18,5,1.1169258998260736,0.6111111111111112
10,4,1.0888999753452238,0.6
31,5,0.9646266301458397,0.6451612903225806
17,4,1.0053874327555714,0.5882352941176471
29,6,1.3962666096413199,0.4827586206896552
59,4,1.24257507709074,0.4406779661016949
42,5,1.3319657982668474,0.4523809523809524
43,5,1.1214815534716807,0.5348837209302325
58,5,1.1676547225524903,0.5517241379310345
51,5,1.1424551716645632,0.49019607843137253
25,5,1.2618975081062875,0.44
12,4,0.9830877585747855,0.6666666666666666
26,4,0.6722962280908585,0.8076923076923077
10,5,1.4184836619456564,0.4
14,5,1.3316643102930148,0.5
11,5,1.294545165844896,0.5454545454545454
14,4,1.1709971261162124,0.5
14,6,1.4306853360872926,0.5
66,8,1.2936869853069628,0.6060606060606061
22,6,1.3730039128771998,0.5454545454545454
13,4,1.0317671113505356,0.6153846153846154
14,5,1.252762968495368,0.5714285714285714
17,4,1.1150659840964299,0.5294117647058824
14,4,1.0547209169068124,0.5714285714285714
10,3,0.639031859650177,0.8
33,5,1.2272046048837286,0.48484848484848486
34,5,1.15966969167303,0.5882352941176471
35,8,1.463570303311444,0.42857142857142855
31,4,1.3006884567995356,0.41935483870967744
13,4,1.1189688668816267,0.46153846153846156
18,3,0.8544149816001841,0.5555555555555556
13,7,1.69240886298655,0.38461538461538464
11,4,1.1685184057430877,0.5454545454545454
34,6,1.3850898777456853,0.5294117647058824
15,4,1.3229495110045286,0.3333333333333333
18,3,0.8544149816001841,0.5555555555555556
12,3,1.0114042647073518,0.5
11,4,1.0335620542068176,0.6363636363636364
16,6,1.4729377586898837,0.5
12,2,0.45056120886630463,0.8333333333333334
19,4,1.1355506971603728,0.5263157894736842
12,4,1.0751393240053735,0.5833333333333334
13,3,0.6870920273799715,0.7692307692307693
15,4,1.0832550105185086,0.4666666666666667
25,6,1.317349282551083,0.44
49,6,1.214821291179999,0.5510204081632653
22,4,1.0534722169054485,0.5454545454545454
48,5,0.8647759457410193,0.7083333333333334
11,6,1.4205719259467045,0.5454545454545454
11,5,1.294545165844896,0.5454545454545454
22,4,1.1899698484728933,0.45454545454545453
36,8,1.6394743234764833,0.4166666666666667
25,7,1.6549591173758098,0.32
16,4,1.040839837423239,0.625
24,4,0.8965413061410984,0.7083333333333334
13,5,1.1786549963416462,0.6153846153846154
17,3,0.4437572842601484,0.8823529411764706
18,3,0.8486855577264172,0.6666666666666666
29,5,1.1411376708629344,0.5862068965517241
12,6,1.5832584594204766,0.4166666666666667
28,7,1.5167044950347657,0.39285714285714285
63,5,1.0142101652306337,0.5555555555555556
27,5,1.3352475040468401,0.48148148148148145
19,4,1.178505282175377,0.42105263157894735
11,3,0.7595473914748635,0.7272727272727273
16,4,1.040839837423239,0.625
17,4,1.0910060110003856,0.5882352941176471
11,3,0.9164648855394713,0.5454545454545454
10,3,1.0296530140645737,0.5
10,6,1.6094379124341005,0.4
15,5,0.9495936677167384,0.7333333333333333
17,3,0.8760918930634294,0.47058823529411764
10,3,0.9433483923290391,0.5
14,4,1.3337360272028098,0.35714285714285715
10,5,1.4708084763221114,0.4
22,6,1.4772924451756126,0.45454545454545453
46,4,0.8359643129946991,0.6086956521739131
11,3,0.7595473914748635,0.7272727272727273
11,3,0.8599672810355049,0.6363636363636364
16,5,1.3208883431493221,0.5
22,5,1.3134893265366432,0.5
25,5,1.090778470215385,0.64
11,2,0.47413931305783735,0.8181818181818182
16,3,0.8647400965276372,0.5625
24,7,1.1923348127712443,0.6666666666666666
30,4,0.6263812368639954,0.8333333333333334
19,5,1.279007519274558,0.42105263157894735
21,4,0.9550807986656575,0.6666666666666666
10,4,1.0888999753452238,0.6
10,3,1.0549201679861442,0.4
11,3,0.8599672810355049,0.6363636363636364
16,5,1.3316602868224323,0.4375
21,5,1.1611870857209492,0.42857142857142855
15,5,1.4368286689630319,0.4
10,3,0.8979457248567797,0.6
10,3,0.639031859650177,0.8
12,5,1.4241299173467734,0.4166666666666667
26,6,1.197237501557932,0.5384615384615384
23,5,1.1580510496905323,0.5652173913043478
22,7,1.7201934592198251,0.36363636363636365
25,3,0.8825632953798344,0.64
12,5,1.2342678660790765,0.5833333333333334
12,5,1.4241299173467734,0.4166666666666667
22,4,1.0729208762973772,0.5
11,5,1.3667110520552042,0.45454545454545453
14,5,1.470131920408841,0.35714285714285715
37,7,1.3787918474575152,0.4594594594594595
25,7,1.5657016968501258,0.4
27,5,1.1631693786207007,0.4444444444444444
23,5,1.3340819189648159,0.5217391304347826
22,6,1.5672362621722669,0.36363636363636365
16,5,1.3208883431493221,0.5
29,5,1.0650848338287964,0.6551724137931034
21,5,0.7509687782493434,0.8095238095238095
18,3,0.9580002800887726,0.5
10,2,0.5004024235381879,0.8
23,6,1.3113319996707051,0.5217391304347826
30,5,1.108745220098927,0.5333333333333333
32,5,1.270166837409138,0.53125
39,4,1.0205270594055786,0.48717948717948717
27,3,0.7527915335758235,0.6666666666666666
10,5,1.3592367006650066,0.5
10,3,0.8018185525433372,0.7
15,5,1.39539709232679,0.4666666666666667
16,4,0.8222653373287878,0.75
15,2,0.24493002679463532,0.9333333333333333
14,3,0.6559757323365467,0.7857142857142857
21,5,1.4177980114858313,0.42857142857142855
12,2,0.45056120886630463,0.8333333333333334
10,4,1.0888999753452235,0.6
14,5,1.3316643102930148,0.5
21,3,1.052922565938695,0.47619047619047616
35,6,1.5195948435569657,0.34285714285714286
16,4,1.2511559833636317,0.375
18,6,1.5127633969661096,0.3333333333333333
14,3,0.7963116401738131,0.7142857142857143
18,3,0.5566469035821068,0.8333333333333334
11,4,0.8855741515766717,0.7272727272727273
10,3,0.8018185525433373,0.7
23,6,1.506926832581595,0.391304347826087
10,5,1.4708084763221112,0.4
10,4,1.1682824501765625,0.5
24,5,1.3048061353594602,0.5416666666666666
25,6,1.3971399653222476,0.44
34,5,1.2202803493798833,0.5588235294117647
25,5,1.1085716571473458,0.6
36,5,1.1812947248921069,0.5277777777777778
14,4,1.1163670752893367,0.5714285714285714
11,3,1.0900596587107838,0.36363636363636365
15,3,0.8033149761408755,0.6666666666666666
21,4,1.182323923910242,0.5238095238095238
21,5,1.4057660334279403,0.42857142857142855
18,2,0.45056120886630463,0.8333333333333334
14,7,1.6731183626432506,0.42857142857142855
10,4,1.0888999753452235,0.6
32,6,1.2524722146850455,0.5625
23,9,1.8242473519705933,0.34782608695652173
57,9,1.574899653388857,0.47368421052631576
30,5,1.2033370427722965,0.43333333333333335
24,5,1.4335286453658984,0.375
14,4,1.1163670752893369,0.5714285714285714
17,4,1.2930224700643995,0.35294117647058826
33,5,1.129081792312522,0.5757575757575758
13,6,1.631345420808597,0.3076923076923077
11,4,1.0335620542068176,0.6363636363636364
14,4,0.8953326659680909,0.7142857142857143
13,4,0.937155853065701,0.6923076923076923
10,2,0.5004024235381879,0.8
10,3,0.8018185525433372,0.7
32,6,1.3405552202209794,0.4375
20,7,1.6094379124341003,0.4
16,7,1.803719377768875,0.3125
12,3,0.8239592165010823,0.6666666666666666
21,4,1.0063856698202596,0.47619047619047616
33,6,1.3239683642348408,0.45454545454545453
25,5,1.2000778987793315,0.56
13,4,1.0720169685631928,0.6153846153846154
11,3,0.7595473914748635,0.7272727272727273
20,6,1.5841707585125298,0.3
27,4,0.956122338098301,0.6296296296296297
11,3,0.7595473914748635,0.7272727272727273
30,4,1.0851210346782028,0.5666666666666667
42,4,1.2481227902081966,0.4523809523809524
28,6,1.4196534765561053,0.35714285714285715
11,5,1.4681399390162087,0.36363636363636365
12,3,0.8239592165010823,0.6666666666666666
10,4,1.0888999753452235,0.6
26,6,1.5149892569064627,0.46153846153846156
31,5,1.0171384665629881,0.6451612903225806
23,5,0.8980827500613235,0.7391304347826086
25,5,1.3533613368254631,0.48
20,4,1.070047314690476,0.55
21,7,1.7242420937997176,0.38095238095238093
18,4,1.1174899594231538,0.5
13,6,1.5247073930301438,0.46153846153846156
12,4,1.1988493129136213,0.5
13,2,0.2711893730418441,0.9230769230769231
10,6,1.6957425341696346,0.3
13,2,0.4293230219306162,0.8461538461538461
50,8,1.3900619813429855,0.44
11,4,1.2636544318820966,0.36363636363636365
11,6,1.594166699118017,0.36363636363636365
14,3,0.8982053397041498,0.5
17,3,0.7086880282185832,0.7647058823529411
10,5,1.4708084763221112,0.4
11,6,1.4205719259467045,0.5454545454545454
20,6,1.1637233479037756,0.65
14,3,0.8760057656431737,0.5714285714285714
12,2,0.2868359830561607,0.9166666666666666
13,5,1.4985690796770057,0.3076923076923077
13,4,1.1189688668816267,0.46153846153846156
10,4,1.0888999753452235,0.6
13,3,1.0733942812811266,0.38461538461538464
11,3,1.0361987848192837,0.45454545454545453
10,7,1.8343719702816237,0.3
10,3,0.9433483923290391,0.5
11,3,0.8599672810355049,0.6363636363636364
12,4,0.8369882167858358,0.75
31,4,1.1200636242272815,0.5483870967741935
20,5,1.1582146934012183,0.6
25,3,0.8825632953798344,0.64
12,3,0.7214636866925115,0.75
29,6,0.9714286356184931,0.7241379310344828
16,3,0.8305236914828464,0.625
11,5,1.4142790651247086,0.45454545454545453
12,5,1.0986122886681098,0.6666666666666666
13,3,0.8981370031878679,0.5384615384615384
11,2,0.6554817739013927,0.6363636363636364
10,3,0.8979457248567797,0.6
12,5,1.3522093992338284,0.4166666666666667
11,4,1.2406842919533958,0.45454545454545453
10,3,1.0296530140645737,0.5
18,4,0.760755259244303,0.7777777777777778
22,4,1.0534722169054485,0.5454545454545454
21,3,0.9285845074396563,0.6190476190476191
11,3,0.6001660731596457,0.8181818181818182
17,5,1.3653722558116261,0.47058823529411764
26,5,1.1188908919322638,0.6538461538461539
15,5,1.432213904360235,0.3333333333333333
10,4,0.9404479886553263,0.7
11,3,0.8599672810355049,0.6363636363636364
18,4,0.9736489231972634,0.6666666666666666
11,4,1.0335620542068176,0.6363636363636364
10,4,1.0888999753452235,0.6
10,3,0.8018185525433372,0.7
10,5,1.2275294114572126,0.6
24,4,0.9454565408457661,0.5833333333333334
20,4,0.9672604429127742,0.6
27,5,1.3654617753330318,0.37037037037037035
16,6,1.7170759801988815,0.3125
13,5,1.4791328074296435,0.38461538461538464
20,8,1.6264278161136398,0.4
10,3,0.9502705392332347,0.6
11,4,1.0335620542068176,0.6363636363636364
14,5,1.1275347898191255,0.6428571428571429
12,3,0.8239592165010823,0.6666666666666666
16,4,1.040839837423239,0.625
12,6,1.4735023850806486,0.5
12,5,1.3522093992338282,0.4166666666666667
25,5,1.1085716571473458,0.6
10,5,1.3592367006650063,0.5
15,3,0.8033149761408755,0.6666666666666666
35,8,1.7100462528426612,0.4
14,4,1.3013055504369102,0.42857142857142855
11,5,1.294545165844896,0.5454545454545454
34,4,0.6723962615488854,0.7941176470588235
11,5,1.4142790651247086,0.45454545454545453
11,5,1.4681399390162087,0.36363636363636365
